15000 105000
2686 4536 87.4026
2686 14410 67.8377
2686 12965 43.4402
2686 8737 36.1303
2687 2285 42.5832
2687 4792 7.86393
2687 6763 86.3688
2687 9624 51.2631
2687 4761 48.8464
2687 4276 13.2913
2688 244 94.4487
2688 3394 54.5669
2688 4444 57.2801
2688 4836 33.4231
2688 4928 11.8392
2688 2221 6.3483
2688 7556 59.8924
2688 12200 38.0076
2688 12095 65.0888
2688 4248 61.7113
2689 1473 94.7469
2689 12241 90.4837
2689 14311 59.2862
2689 13026 29.1415
2689 1790 14.6932
2689 3265 67.3657
2689 6327 62.0306
2689 5986 48.1881
2689 2466 4.83529
2689 12775 87.2745
2690 988 7.7803
2690 1507 67.5546
2690 9166 35.2635
2690 10612 90.7792
2690 11101 90.7919
2690 12949 85.569
2691 2485 75.7887
2691 4352 83.6271
2691 5624 10.051
2691 10253 62.9388
2691 11555 68.658
2691 1915 66.0643
2691 9776 42.6768
2692 31 60.5726
2692 5761 80.0513
2692 9744 63.2715
2692 14535 2.35794
2692 2591 63.3891
2692 2984 47.0464
2692 8110 47.2447
2692 14721 24.7602
2692 5695 75.6376
2692 3484 72.7733
2692 14123 92.845
2693 2314 92.5974
2693 6976 51.4218
2693 9625 69.5238
2693 4609 24.6479
2694 2394 2.17749
2694 4203 2.60398
2694 6715 66.795
2694 14975 47.3337
2694 7164 63.981
2694 8101 69.9087
2694 9042 85.227
2694 9872 87.2459
2694 850 21.5622
2695 1387 67.0925
2695 2825 69.2342
2695 7229 55.3109
2695 6909 89.6248
2695 14598 42.7688
2695 12340 41.154
2696 2409 69.5343
2696 5805 40.4697
2696 11845 28.9971
2696 2268 97.8686
2696 12603 37.3359
2696 12028 73.4643
2696 7412 95.4306
2696 14237 95.8985
2696 11558 12.7594
2697 216 84.5526
2697 5618 75.0476
2697 9483 47.0938
2697 12939 91.7127
2697 336 48.6489
2697 14873 86.5282
2697 7217 26.6335
2698 1891 81.4454
2698 11591 38.5334
2698 10080 12.6405
2698 10538 31.954
2698 14570 92.2269
2698 14346 48.3365
2698 13915 97.1559
2699 136 66.7826
2699 6493 38.4452
2699 10908 6.19381
2699 12246 47.4257
2699 11617 27.1824
2699 3439 32.7377
2699 7040 23.9386
2699 10080 34.3281
2700 2587 88.5175
2700 2709 70.1169
2700 6044 30.1593
2700 9011 32.4086
2700 3015 13.2065
2700 12148 75.2237
2700 9232 81.8785
2700 10742 74.8814
2700 11850 59.2931
2700 9664 18.5208
2700 6604 63.4838
2700 3299 55.7367
2700 4470 53.8339
2701 141 71.5339
2701 6108 86.4167
2701 4919 87.5499
2701 2336 6.45141
2701 6960 59.1506
2701 2222 89.7595
2701 2754 70.1696
2702 90 85.685
2702 3170 60.6799
2702 6020 88.8807
2702 3893 6.85021
2702 10586 33.4565
2702 11422 98.209
2702 5935 5.53377
2702 804 83.5608
2703 1778 1.25277
2703 3175 48.7875
2703 10794 72.9919
2703 9784 73.8745
2703 11807 61.1809
2703 3971 8.78822
2703 12971 29.1297
2703 5329 13.1649
2703 832 69.7554
2704 62 96.7312
2704 3477 9.02495
2704 4263 27.6427
2704 14493 72.094
2704 8323 77.1295
2704 522 20.6755
2705 927 99.6473
2705 7143 28.1914
2705 10699 38.7735
2705 2254 62.3961
2705 4759 79.5738
2705 13249 56.6308
2706 418 54.1277
2706 3008 36.0356
2706 14602 47.1716
2706 10671 99.9184
2706 9247 65.5316
2706 2574 98.2388
2706 537 6.47513
2706 5708 95.3806
2707 1318 26.5707
2707 9284 63.6845
2707 821 87.3567
2707 3245 60.9218
2707 10913 23.4955
2708 940 41.5998
2708 5024 75.0442
2708 5650 72.0684
2708 10524 80.5109
2708 2770 92.0081
2708 244 36.5375
2708 187 24.5377
2708 9234 43.5657
2708 3737 86.5193
2709 2700 70.1169
2709 10897 89.4903
2709 10826 21.5198
2709 6005 82.5133
2710 467 82.2077
2710 4046 68.9923
2710 10505 78.0448
2710 9466 3.10809
2710 607 15.6016
2710 6767 91.2288
2711 1667 85.2861
2711 5234 78.581
2711 8840 67.7247
2711 2400 72.1309
2711 12116 38.5464
2711 10523 8.90511
2711 3115 99.1091
2711 3962 52.6358
2712 1930 93.3387
2712 9998 35.1189
2712 11485 90.0698
2712 13106 46.6329
2712 8260 67.9214
2712 1721 78.6704
2712 2354 56.8245
2712 8961 92.9766
2713 32 41.8497
2713 8142 28.6417
2713 7044 18.4551
2713 7370 95.2352
2713 8031 12.096
2713 7699 71.3842
2713 10287 82.093
2713 1459 76.6281
2713 11287 18.498
2713 13516 99.5452
2713 3758 16.5502
2713 5358 66.0865
2714 2556 34.0039
2714 9113 48.896
2714 10555 44.2295
2714 10994 80.9697
2714 13139 48.7947
2714 8768 52.9551
2714 5962 66.9263
2714 5097 62.0898
2714 8540 62.3525
2714 7583 97.084
2714 6773 45.9654
2715 245 89.3627
2715 4893 79.2988
2715 6693 49.4502
2715 13961 14.0653
2715 1587 12.094
2715 6592 52.0069
2715 10363 93.8057
2715 1142 23.01
2715 10537 46.712
2715 14081 89.3414
2715 562 73.5699
2716 1023 89.9388
2716 4668 73.1726
2716 8344 34.7302
2716 10457 23.2524
2716 8762 75.4477
2716 6722 32.7937
2716 1355 46.6636
2716 8867 26.9821
2716 5461 24.9988
2716 9906 21.9817
2717 945 22.4069
2717 2981 66.4186
2717 6218 89.7792
2717 10577 69.8273
2717 9392 72.5267
2717 5801 65.4595
2717 4660 75.3198
2717 7830 26.6894
2718 58 64.7302
2718 3970 11.2228
2718 1018 2.99313
2718 2465 27.617
2719 2357 75.0373
2719 2898 40.4686
2719 10940 2.21463
2719 1042 36.5187
2719 9821 31.3035
2719 12095 58.4083
2720 1393 91.1879
2720 5125 17.3344
2720 3996 95.6388
2720 3633 17.9735
2720 13522 79.1121
2720 3244 9.39935
2720 7668 52.5156
2721 1842 15.8257
2721 5872 63.5667
2721 14888 46.093
2721 1813 55.0702
2721 1520 54.9757
2721 5104 65.7231
2721 6997 2.54398
2721 11045 81.9185
2721 10283 58.5391
2721 6225 50.4756
2721 2222 66.1229
2721 6858 64.4551
2722 839 71.4555
2722 3451 41.872
2722 4924 51.0664
2722 14745 85.2496
2722 13249 85.6674
2722 9563 46.0795
2722 9356 25.6059
2722 11232 1.41359
2722 7849 40.7768
2723 909 95.2897
2723 14959 88.1828
2723 5644 46.5189
2723 1762 7.9733
2723 11371 17.664
2723 13834 29.1936
2724 998 37.9376
2724 2896 82.0059
2724 4082 30.1751
2724 4656 16.8127
2724 8989 26.4091
2724 13782 19.095
2724 9962 27.2892
2724 5918 22.5002
2724 2297 22.5349
2724 1235 7.21147
2724 11622 6.25402
2724 8276 16.4735
2724 7264 66.4646
2724 8891 64.6468
2724 2882 27.5137
2725 850 31.9991
2725 8273 67.2339
2725 12184 18.7924
2725 9291 85.0808
2725 520 27.0714
2725 11827 23.2294
2725 12031 12.4835
2725 6298 93.4676
2725 9252 56.0899
2725 5443 41.3597
2726 1295 19.3885
2726 4492 9.28045
2726 11440 64.0472
2726 10825 7.07146
2726 8315 51.092
2727 997 96.7071
2727 6065 13.4961
2727 11293 95.1813
2727 7324 30.2116
2727 7513 58.6689
2727 9583 90.7901
2727 784 29.906
2728 1093 6.66602
2728 3281 41.4532
2728 8603 96.011
2728 8911 24.5364
2728 9166 83.0712
2728 13036 36.0789
2728 9859 12.7752
2728 8006 28.9258
2728 3694 29.4471
2728 9058 78.3992
2728 2478 1.77074
2729 1339 60.7313
2729 12582 47.6829
2729 202 28.1586
2729 6385 37.932
2729 5963 75.2103
2729 8485 87.5705
2729 4462 93.4018
2730 2314 24.9874
2730 10054 57.714
2730 12170 15.4721
2730 2437 80.3324
2730 8787 68.4674
2730 2247 35.7607
2730 14570 21.7546
2730 6307 86.3577
2731 684 79.2755
2731 8579 46.4018
2731 8745 95.9285
2731 10435 77.4995
2731 13985 99.3364
2731 8997 2.63442
2731 7725 14.8971
2731 10597 50.9333
2731 3503 12.1335
2731 525 77.7807
2732 2318 89.4428
2732 5949 50.4525
2732 1985 22.1422
2732 6386 42.0456
2732 3040 92.3919
2732 9432 5.0282
2732 428 39.3054
2732 2077 51.9816
2732 852 39.7425
2733 2631 48.2772
2733 5136 49.6415
2733 6010 86.2115
2733 4813 15.3315
2733 5185 25.8043
2733 11524 30.7098
2734 999 62.4929
2734 3871 63.8867
2735 2329 58.4174
2735 4264 65.6583
2735 14905 35.6963
2735 4056 28.9471
2735 10442 88.4437
2735 10971 13.2369
2735 14707 60.6506
2735 3840 8.96236
2736 512 97.5981
2736 4313 23.4277
2736 7389 49.9286
2736 7631 85.0734
2736 12167 12.9054
2736 13346 37.6497
2736 13245 66.4518
2736 14564 57.7906
2736 2329 22.2196
2736 6072 37.4924
2736 5678 31.9592
2736 7725 92.4808
2736 11139 35.714
2736 12065 26.2236
2736 4506 54.7909
2737 929 71.7093
2737 6883 91.7401
2737 2279 32.5661
2737 13256 77.456
2737 2847 84.9922
2737 131 23.6838
2737 9099 98.5877
2737 12979 81.5339
2738 1499 88.8131
2738 13261 44.8436
2738 11872 93.5004
2738 9213 87.1693
2738 12718 41.5756
2738 14664 63.3102
2739 1179 18.3378
2739 12007 65.3794
2739 3495 48.3
2739 5352 87.3852
2739 1952 91.3608
2739 8927 28.5832
2739 8237 21.9412
2739 1120 98.9874
2739 8446 93.8008
2740 248 42.9362
2740 2820 13.6823
2740 4914 94.7834
2740 10283 30.8979
2740 10822 49.5907
2740 13945 21.3166
2740 10557 26.279
2740 369 1.73428
2740 4269 22.1389
2740 11289 47.6731
2741 1954 94.7459
2741 5001 75.2809
2741 5806 80.1783
2741 13021 50.0178
2741 1341 59.1806
2741 1464 25.9375
2741 13604 13.3534
2741 14115 38.1971
2741 868 52.5439
2742 628 38.1315
2742 7833 75.8163
2742 8995 82.3345
2742 6689 2.79907
2742 10273 41.9347
2743 77 93.0801
2743 6580 62.879
2743 8722 73.0851
2743 10544 2.30462
2743 13830 11.5374
2743 3260 73.0063
2743 4456 58.1555
2743 9033 8.64814
2743 5317 31.8994
2743 6350 81.8529
2743 4340 8.86021
2743 3353 93.4502
2744 1595 9.92554
2744 13422 24.6003
2744 3882 42.1737
2744 3763 29.7305
2744 649 38.9913
2744 12620 81.7132
2744 6187 20.2898
2745 610 78.3964
2745 4045 28.4111
2745 8336 8.00028
2745 4149 62.6838
2745 1390 48.8572
2745 11948 8.67386
2745 7271 51.8113
2746 2225 90.9882
2746 5699 12.4531
2746 593 49.5937
2746 7606 63.286
2746 2309 56.9222
2746 9478 12.8485
2746 7640 87.7147
2746 10119 73.0596
2746 4476 89.7774
2746 14347 35.4903
2746 386 71.5309
2747 53 26.8852
2747 11761 14.976
2747 2009 54.2706
2747 3949 38.6025
2747 6065 31.5248
2747 12955 19.1447
2747 3100 22.2916
2747 7090 39.8519
2747 1264 94.3463
2747 1323 51.182
2748 185 70.8265
2748 6774 38.7208
2748 7351 96.3244
2748 196 85.7446
2748 1208 15.6952
2748 7348 85.8668
2748 1049 55.8518
2749 2472 86.6685
2749 3715 39.427
2749 8947 4.36071
2749 10975 6.76841
2749 12788 29.9583
2749 625 92.1741
2749 6420 74.9752
2749 8619 83.308
2749 11282 82.6821
2750 2614 93.6784
2750 3012 48.0012
2750 12738 8.50717
2750 11953 1.86253
2750 4169 22.2716
2750 12129 29.2717
2750 3570 67.5022
2750 880 76.2815
2750 235 87.9901
2750 4657 18.0373
2750 707 42.82
2751 2323 98.4097
2751 11635 2.90299
2751 12509 85.4668
2751 1517 10.0273
2751 5517 46.1276
2751 10627 87.4752
2751 5464 92.9309
2751 13477 73.5229
2751 14597 75.0881
2751 10636 23.3766
2751 5384 60.6347
2752 1548 91.4729
2752 10375 16.9296
2752 2234 9.13981
2752 4454 32.7902
2752 7992 92.8749
2752 8326 60.2256
2752 10007 60.5094
2752 13645 6.30401
2752 6166 91.3959
2753 1474 82.6242
2753 9736 37.6808
2753 12390 6.63244
2753 11754 33.3441
2753 10387 6.1588
2753 10338 30.3772
2753 13900 55.822
2754 801 23.1121
2754 11014 15.1361
2754 10259 31.8392
2754 710 3.75887
2754 8569 40.5098
2754 1193 60.4533
2754 13832 96.9414
2754 2701 70.1696
2754 11711 65.8715
2755 2652 64.8077
2755 3156 70.0611
2755 4194 91.807
2755 8015 34.3385
2755 8276 46.7489
2755 12542 36.6032
2755 5073 16.5098
2755 10063 95.1089
2756 468 39.6652
2756 3984 10.312
2756 13902 76.5635
2756 13044 73.9036
2756 9953 43.0264
2757 624 15.6903
2757 3883 42.1203
2757 8446 99.845
2757 7496 59.4352
2757 7000 2.15717
2757 10460 98.4313
2757 9735 21.3442
2757 14753 20.6177
2757 13163 58.8551
2758 60 67.7518
2758 13088 67.3321
2758 10796 62.6952
2758 2295 37.601
2758 9295 94.5971
2758 11909 93.5722
2758 5305 56.047
2758 11749 73.1925
2759 1760 87.2211
2759 900 48.8672
2759 4130 60.3275
2759 3996 93.0165
2759 9024 32.2003
2759 11245 84.4049
2759 12645 20.9047
2759 8678 98.8263
2760 2303 43.3816
2760 2947 23.0249
2760 1764 55.494
2760 1911 82.2527
2760 3186 19.5151
2760 3962 86.3345
2760 7958 51.95
2760 9841 90.544
2760 4301 72.8212
2761 1292 85.3587
2761 6513 32.178
2761 9036 19.6906
2761 8640 70.1335
2761 6762 65.4366
2761 5697 6.3123
2761 11160 60.9065
2761 13582 85.9049
2762 2113 64.6081
2762 12897 91.9873
2762 10326 56.1255
2762 9616 62.554
2762 4963 33.8256
2762 2338 13.7312
2762 11846 14.2001
2762 13224 70.9019
2763 116 44.1016
2763 4233 41.6618
2763 7275 6.537
2763 8933 12.7756
2763 1206 37.5812
2763 5170 3.73089
2763 4652 74.6977
2763 11598 2.48173
2763 9218 10.6484
2763 1214 76.0331
2764 1659 74.9457
2764 14837 62.4749
2764 3456 61.8162
2764 896 23.1547
2764 14878 58.5753
2764 4341 24.338
2765 1060 86.0776
2765 4035 64.4591
2765 6830 88.5726
2765 7370 63.9961
2765 4148 26.3935
2765 6856 2.84946
2765 516 45.8656
2766 1609 30.9081
2766 1567 57.0915
2766 14347 20.7874
2766 3357 86.7585
2766 12148 30.6623
2766 4851 95.1746
2767 424 33.269
2767 1662 75.216
2767 616 28.931
2768 540 70.891
2768 13367 68.9444
2768 12395 79.0226
2769 2150 56.2964
2769 11746 60.8704
2769 11615 13.2969
2769 4936 85.0152
2770 1076 22.1503
2770 5134 85.3826
2770 9528 74.7447
2770 10756 64.1002
2770 13826 50.4416
2770 2708 92.0081
2770 8902 17.5044
2770 3299 18.1835
2770 4288 16.5571
2770 1608 32.5653
2770 3368 67.8297
2770 12409 29.1558
2770 7576 88.5073
2770 2495 34.9815
2770 14892 85.3387
2771 2 71.1156
2771 4443 5.08536
2771 8134 21.6355
2771 13631 12.9234
2771 763 26.6243
2771 11829 60.6579
2771 7303 91.314
2771 6276 24.0269
2771 9805 39.1179
2772 777 50.6324
2772 6324 9.81512
2772 10307 95.5454
2772 12215 4.13881
2772 8409 93.9647
2772 4537 11.9298
2772 12383 63.3044
2772 12654 64.0129
2773 2636 96.9547
2773 8297 9.48649
2773 13752 98.6845
2773 6475 88.1172
2773 5932 47.4083
2773 354 18.7464
2773 10324 37.3864
2773 1771 95.4909
2774 893 19.4514
2774 5033 97.5119
2774 7231 21.3322
2774 5697 8.91851
2774 4643 73.6613
2774 3044 13.8317
2774 13900 92.2355
2774 14254 45.4507
2775 2401 38.6873
2775 3505 68.6731
2775 5406 13.8905
2775 8402 61.8119
2775 12535 72.6141
2775 13551 49.0088
2775 13216 76.6011
2775 9106 19.7861
2775 11502 22.6908
2776 924 99.6871
2776 8788 32.7977
2776 12576 49.1044
2776 3510 71.7568
2777 1873 76.3525
2777 13688 20.1821
2777 1189 10.4364
2777 10363 26.7296
2777 11355 41.2391
2777 14921 28.776
2778 2218 28.8953
2778 5099 50.2551
2778 6999 66.0855
2778 13720 57.346
2778 13349 17.4483
2778 3433 70.8871
2778 14798 22.5477
2778 13812 31.394
2778 11105 73.957
2778 4349 78.6315
2778 9063 46.7818
2779 1992 28.1782
2779 7472 93.8645
2779 11536 63.7851
2779 149 34.3614
2779 4554 77.0794
2779 7935 58.7779
2779 9218 70.998
2779 2593 48.1255
2780 872 34.8477
2780 10004 90.9021
2780 6479 5.15519
2780 14390 71.2283
2780 8671 61.8134
2781 1828 67.2383
2781 2926 93.0337
2781 9974 82.3387
2781 1224 17.1836
2781 7454 99.9662
2781 31 99.8764
2782 1397 24.2903
2782 3458 92.2845
2782 4453 92.2985
2782 2903 28.8744
2782 1886 9.09489
2782 266 57.4326
2783 371 33.957
2783 12049 40.9173
2783 4058 6.11067
2783 1112 97.9886
2783 2298 42.5906
2783 14271 42.8263
2783 14015 70.6537
2784 1771 39.472
2784 10734 71.5377
2784 13555 80.1922
2784 1909 34.1155
2784 11938 99.318
2785 1112 35.8358
2785 571 28.7417
2785 13595 79.1705
2785 4452 49.2984
2785 3814 80.2597
2786 500 42.3918
2786 5461 14.2861
2786 5506 33.022
2786 8566 44.9748
2786 11722 82.1976
2786 10598 92.2012
2786 1594 59.6413
2787 1200 21.0183
2787 7052 66.2533
2787 7734 64.6718
2787 2162 57.394
2787 5498 79.0908
2787 8141 60.9753
2787 8714 84.1828
2787 430 38.7664
2788 2557 96.7328
2788 4269 20.7209
2788 8471 95.1683
2788 9844 52.235
2788 14574 72.5398
2788 10112 53.8589
2788 11179 40.3787
2788 12357 92.9991
2788 7612 95.9425
2789 736 54.5741
2789 3744 35.2574
2789 14240 81.0839
2789 14262 29.7472
2790 2262 85.6525
2790 5255 4.3007
2790 6790 65.3224
2790 12142 32.8712
2790 5162 33.4317
2790 6606 60.8907
2790 9756 49.2352
2790 1088 9.73468
2790 9663 61.4953
2790 3297 27.0291
2791 875 86.7584
2791 13328 19.3845
2791 8387 33.6168
2791 10745 86.31
2791 8199 91.911
2792 4 78.958
2792 2925 55.8935
2792 3313 19.991
2792 3672 81.5615
2792 4361 47.6135
2792 241 64.9256
2792 10864 18.9553
2792 8278 76.6889
2793 153 30.8106
2793 8376 35.6937
2793 9369 59.9008
2793 9652 32.5209
2793 6463 92.7103
2793 14066 43.9788
2793 2912 12.93
2794 2656 15.1083
2794 5465 70.5068
2794 4008 29.22
2794 12068 85.6135
2794 8871 57.1246
2794 4049 5.68165
2794 867 71.2846
2794 3925 59.5208
2794 12196 5.91285
2794 1621 60.6624
2794 13805 12.3391
2795 1060 27.5745
2795 7863 87.286
2795 8675 93.3232
2795 9761 39.1592
2795 12523 4.56347
2795 379 2.37385
2795 3482 93.2926
2795 13134 31.3444
2795 12501 71.5266
2796 293 95.9498
2796 3487 63.1751
2796 1483 32.6104
2797 1430 1.92552
2797 4424 80.0798
2797 5012 42.5725
2797 10648 52.7815
2797 4551 66.5389
2797 8824 64.5336
2797 1706 34.2704
2798 41 4.89955
2798 11960 20.8101
2798 11968 78.8894
2798 5877 13.8504
2798 11833 87.9003
2798 8030 93.1113
2798 6493 89.449
2798 10450 23.0916
2798 7499 33.6454
2799 453 23.3099
2799 5482 80.3407
2799 14112 31.5861
2799 600 63.6701
2799 11582 18.2123
2799 3715 89.1382
2799 6289 63.8599
2800 2637 85.5037
2800 13892 80.8306
2800 5294 76.1495
2800 7360 84.1005
2801 1752 47.4384
2801 3072 73.2699
2801 6256 5.09777
2801 6281 77.0833
2801 14016 78.4428
2801 6421 74.4965
2801 6946 32.4922
2801 8457 60.1571
2801 2322 53.0622
2801 9737 49.9213
2801 2531 98.504
2801 1046 27.7266
2802 1718 20.5977
2802 10156 5.54194
2802 14699 99.8501
2802 5845 25.8741
2802 6377 26.3992
2802 7165 23.8196
2803 2138 35.6404
2803 11728 32.457
2803 11397 44.2372
2803 9183 64.3146
2804 1048 12.3349
2804 4690 7.10479
2804 4702 55.9246
2804 4967 35.8566
2804 6072 12.745
2804 5235 12.2094
2804 12384 92.2231
2804 11722 25.99
2804 6841 65.4943
2804 10464 45.6202
2804 6303 81.0109
2805 416 78.5067
2805 13354 32.4912
2805 682 6.47491
2805 4789 45.37
2805 10015 68.59
2805 7981 59.4958
2805 881 86.7579
2806 549 25.0559
2806 12575 30.074
2806 2532 73.5862
2806 4546 3.88439
2806 5368 21.4774
2807 675 99.6809
2807 9891 93.4832
2807 11239 14.7892
2807 12027 67.5666
2807 1385 87.9964
2807 4468 58.6148
2807 14215 95.5549
2807 12822 13.5948
2808 1592 11.3433
2808 8973 31.243
2808 2197 57.8691
2808 185 17.5655
2808 13357 22.8363
2808 12186 80.971
2809 1521 78.2708
2809 5546 11.605
2809 14782 63.9558
2809 5189 54.313
2809 1075 71.2621
2809 5564 56.1418
2809 2162 37.6765
2809 73 45.0378
2809 10250 14.4408
2810 162 86.1992
2810 3588 30.4709
2810 6173 11.7594
2810 14443 77.0591
2810 13825 61.5348
2810 7142 25.1674
2810 7888 67.5175
2810 12371 76.5927
2810 6182 88.8423
2810 7929 62.27
2810 9315 79.2143
2810 644 51.8946
2810 7720 67.8742
2810 875 7.11281
2811 1482 98.5464
2811 3083 34.2534
2811 1644 96.7163
2811 13087 46.8773
2811 11948 95.1724
2811 9934 42.8854
2812 778 11.8333
2812 9179 27.7744
2812 725 9.27223
2812 9625 64.362
2812 13729 23.9327
2812 12198 62.0531
2812 9821 47.7041
2812 2656 10.2217
2812 790 48.2983
2812 7180 39.1328
2813 387 46.8468
2813 3201 31.749
2813 4488 98.8783
2813 2313 17.3674
2813 7459 52.1882
2813 13698 45.4533
2813 2907 29.6729
2814 1843 4.98411
2814 2818 28.0393
2814 5705 86.6412
2814 7999 9.91614
2814 4410 97.654
2814 7194 85.3933
2814 13769 7.17743
2815 1737 33.6255
2815 5925 4.81378
2815 8196 33.1337
2815 10128 56.9938
2815 10177 3.70359
2815 7216 11.5611
2815 5783 15.2005
2815 12923 46.2374
2815 14638 24.6885
2816 615 67.8102
2816 13218 3.88267
2816 8263 91.9364
2816 14030 20.7434
2816 10289 15.7574
2816 13286 94.5146
2817 2201 94.3786
2817 5565 16.0844
2817 101 58.2322
2817 4579 30.8392
2817 11001 60.9486
2817 4391 51.4762
2817 10306 16.2903
2818 2814 28.0393
2818 3019 9.2132
2818 14123 23.0321
2818 10056 17.6869
2818 14265 61.5359
2819 1533 7.41996
2819 3135 87.9362
2819 12262 53.5838
2819 3463 23.8721
2819 13473 46.5139
2819 12790 59.9106
2820 2740 13.6823
2820 6354 94.1764
2820 9508 78.6238
2820 696 94.0277
2820 13280 44.0715
2820 3178 75.4171
2820 5903 9.57981
2821 1759 89.2752
2821 13035 84.1886
2821 3947 60.8611
2821 10351 96.6847
2821 4344 72.3392
2821 11456 10.5861
2821 2093 91.8573
2821 5943 2.29732
2821 7606 95.5787
2822 782 1.87892
2822 4713 47.8243
2822 2338 93.1455
2822 11061 54.1891
2822 607 86.0666
2822 5099 46.698
2822 1478 78.3446
2823 869 74.1216
2823 9323 47.1468
2823 11395 97.2144
2823 217 98.1837
2823 8449 97.6544
2823 4350 74.4732
2823 9006 42.8224
2823 1016 63.5375
2824 52 56.2453
2824 11225 46.6969
2824 10981 54.5132
2824 3395 63.3077
2824 1094 20.0183
2824 12008 11.7643
2824 12993 25.2845
2824 7058 67.8606
2824 14843 55.3272
2825 2695 69.2342
2825 6697 42.3531
2825 7617 16.8251
2825 5702 47.5807
2825 1733 33.2562
2825 13400 83.2447
2825 3009 43.6196
2825 11165 66.1881
2825 1293 55.0211
2825 9708 7.93224
2826 1939 6.83542
2826 3005 80.4279
2826 14704 67.144
2826 8301 52.3374
2827 733 20.1823
2827 3348 32.6928
2827 12884 86.2572
2827 12764 8.19287
2827 10483 57.0495
2827 9389 27.3691
2827 1160 54.2987
2828 333 54.2617
2828 13272 45.027
2828 7167 7.93471
2828 6166 81.6476
2828 4991 10.3677
2828 1788 14.8257
2828 6316 26.4178
2828 11585 64.9128
2828 10741 48.0505
2828 6943 15.0089
2828 13181 6.58299
2828 3723 40.0399
2829 2339 64.7453
2829 14994 46.163
2829 8645 13.2173
2830 494 9.97377
2830 4687 25.9263
2830 4629 91.8769
2831 1222 87.2099
2831 3301 23.8556
2831 4412 23.653
2831 6127 44.1848
2831 10717 26.5725
2831 9426 34.0623
2831 12825 99.3539
2831 4945 91.1288
2831 4636 50.1324
2832 910 64.578
2832 4864 94.0188
2832 8247 89.478
2832 4601 53.5812
2832 5594 2.62088
2832 2269 40.4008
2832 10530 76.6869
2833 1439 32.3949
2833 4243 59.8467
2833 5334 92.2952
2833 10012 72.1273
2833 10450 49.3772
2833 10724 70.1069
2833 7729 66.9328
2833 11371 31.1979
2833 4376 28.2096
2833 7931 71.2272
2834 762 28.4662
2834 7011 12.5057
2834 3720 11.3936
2834 10935 43.0767
2834 4098 44.3458
2834 9160 46.0301
2834 3599 98.323
2835 674 47.7907
2835 3737 35.968
2835 138 15.2032
2835 9850 45.7378
2835 10429 96.737
2836 262 85.3312
2836 3877 77.7569
2836 9204 57.4674
2836 7087 64.6026
2836 7477 83.1137
2837 1693 11.1518
2837 6981 4.75132
2837 10788 54.905
2837 12707 81.6293
2837 3067 61.5053
2837 8965 10.7608
2838 405 79.2883
2838 12191 91.015
2838 20 34.6129
2838 1271 53.9866
2839 1215 52.6812
2839 4370 94.1708
2839 1720 21.5771
2839 6634 46.7647
2839 8203 14.1664
2839 11508 26.1921
2839 1121 57.116
2839 45 88.4536
2840 1145 50.1807
2840 1285 55.766
2840 8450 43.0856
2840 5517 74.0716
2840 7136 87.4117
2840 2183 29.1766
2840 13677 98.8409
2841 918 44.616
2841 8843 80.7188
2841 10652 44.6567
2841 13099 64.4549
2841 14769 92.785
2841 5014 31.962
2841 14884 99.9984
2841 6910 68.4052
2841 3658 83.3496
2842 1804 71.453
2842 6727 54.4703
2842 9438 93.0048
2842 8013 99.9226
2842 5706 30.1078
2842 14046 94.3619
2843 1233 86.6784
2843 4272 98.6411
2843 8605 18.0183
2843 9705 65.6044
2843 5870 71.1963
2843 2371 40.3689
2843 3588 50.7971
2843 6702 44.898
2843 4018 25.3146
2843 7176 13.5832
2843 11159 59.0916
2844 1537 3.6867
2844 5056 35.1631
2844 5898 98.0286
2844 5200 97.1569
2844 5138 60.6297
2844 7529 38.1889
2844 1950 81.4222
2844 14587 35.0061
2844 4255 67.1137
2844 11117 55.6555
2845 2043 89.813
2845 2903 80.7481
2845 8812 67.4331
2845 11518 75.8216
2845 11367 66.9419
2845 10861 33.7006
2845 656 3.59581
2845 4591 16.3569
2845 4518 60.5377
2846 830 7.13726
2846 6191 35.9632
2846 10387 46.3899
2846 5244 30.5711
2846 1874 29.436
2847 1971 41.2944
2847 4302 92.9188
2847 6247 41.994
2847 6576 26.5416
2847 9195 13.8972
2847 2737 84.9922
2847 7076 89.9522
2847 7669 10.5239
2848 1066 92.8306
2848 8789 27.6854
2848 4602 79.8876
2848 5883 75.7801
2849 342 55.0799
2849 4989 75.3522
2849 12601 98.5479
2849 9616 24.6074
2849 12208 38.6546
2849 10060 96.5141
2850 1224 60.3138
2850 8372 35.3145
2850 14155 48.4933
2850 13065 51.0633
2850 8619 31.6766
2850 9912 49.4502
2851 2508 94.1378
2851 3977 35.7167
2851 4566 89.1087
2851 7796 79.8844
2851 12871 98.9329
2851 11226 99.9775
2851 12447 80.1009
2851 13727 88.5108
2851 6886 61.4805
2851 6256 73.1672
2851 3090 9.37038
2851 3884 43.1471
2852 1169 35.7716
2852 7500 30.9957
2852 10965 97.4398
2852 9976 43.4778
2852 576 79.6578
2852 10399 43.9098
2852 514 15.4941
2853 2208 8.25964
2853 5522 70.9794
2853 13941 24.9766
2853 3797 22.8507
2854 1894 99.5478
2854 12682 63.9044
2854 13734 29.3576
2854 1859 15.3135
2854 12432 76.7428
2854 1812 49.9214
2854 10873 11.56
2854 14927 10.448
2855 1719 85.7636
